0.211066174	0.738843544	0.897115335
0.434639439	0.064718704	0.59878895
0.222621802	0.121661346	0.738627255
0.593523572	0.162514175	0.714631011
0.888694463	0.367986679	0.209724968
0.630135947	0.566508192	0.713311232
0.563924878	0.052333415	0.751435519
0.104487074	0.26834426	0.107816383
0.883099613	0.750632683	0.971382778
0.339711011	0.936752642	0.724716998
0.889315625	0.567742932	0.395606889
0.708380975	0.202963929	0.750895964
0.817896732	0.799795637	0.887903536
0.261755931	0.619255067	0.91890514
0.715387942	0.465420878	0.752277218
0.056391049	0.612665342	0.206073286
0.987718124	0.468864308	0.947157301
0.997924051	0.540459092	0.876275906
0.113581719	0.379462743	0.585554449
0.597351147	0.463947408	0.792587416
0.945612716	0.57017586	0.659182586
0.150339775	0.971971828	0.969746999
0.427073431	0.240529164	0.092858003
0.380982574	0.79718659	0.261661239
0.694822974	0.025861489	0.524525093
0.813047605	0.17594797	0.079190319
0.632601526	0.664570087	0.245541736
0.797329441	0.78163301	0.526304082
0.199456057	0.856409524	0.418634171
0.83112915	0.146505031	0.740036079
0.174478779	0.167719538	0.294880742
0.400419774	0.854002853	0.638068843
0.565118345	0.800772068	0.844054288
0.697780521	0.53481565	0.834102943
0.277793893	0.586421548	0.270335254
0.087245559	0.391479814	0.739040437
0.11084041	0.015348941	0.654673033
0.083161301	0.925209299	0.792164853
0.913762121	0.670238471	0.24068709
0.690560855	0.883122858	0.071081303
0.421286991	0.518063367	0.508227727
0.357496152	0.284917928	0.981256826
0.009376333	0.359765327	0.999006606
0.719788227	0.66761565	0.684028681
0.797293339	0.858052339	0.163847546
0.949054351	0.346416896	0.483581775
0.481698757	0.55896994	0.990975607
0.815285122	0.200988014	0.184793268
0.589806305	0.163438144	0.590241509
0.662371415	0.634796195	0.352353907
0.495986424	0.449233546	0.729530408
0.583973711	0.616423186	0.658135808
0.756242937	0.51150863	0.071447138
0.200882368	0.12321299	0.172516981
0.401272642	0.439976491	0.762945077
0.937530015	0.222669403	0.629333332
0.10066437	0.227589407	0.994529428
0.576979595	0.832956096	0.557239535
0.558967124	0.772262791	0.892912634
0.644274818	0.604881254	0.681292789
0.765730395	0.752050115	0.342084113
0.986405332	0.155181214	0.23126061
0.033793757	0.206763093	0.196928595
0.286041015	0.306964425	0.43916329
0.928440505	0.913335848	0.92450579
0.715650484	0.957514687	0.357285704
0.60562173	0.731864807	0.29073283
0.893577132	0.625885567	0.533250068
0.425755088	0.300876397	0.489986572
0.052021214	0.138278159	0.898183251
0.674451042	0.055775641	0.177536266
0.91164968	0.773601175	0.442198376
0.507521838	0.376657794	0.426049213
0.009133355	0.359223552	0.853253951
0.032653437	0.559593738	0.604817623
0.96213239	0.021808886	0.427521994
0.870454757	0.981365763	0.181527006
0.345788912	0.798846527	0.351412204
0.4023902	0.69266504	0.735330808
0.134034776	0.583019838	0.403552017
0.906658745	0.364770051	0.999001545
0.123910632	0.66155099	0.091414485
0.20835035	0.000704397	0.165945392
0.543700593	0.25029583	0.862800469
0.193378275	0.297027835	0.246755326
0.173545362	0.429533711	0.250456946
0.281178043	0.223584822	0.153580048
0.095848798	0.506340652	0.442256258
0.607778389	0.564583564	0.19178939
0.131768014	0.874361496	0.013124979
0.939744592	0.280747626	0.536458874
0.374531793	0.389284628	0.395189061
0.759404325	0.266666116	0.116659107
0.21100614	0.651977651	0.299833789
0.855383687	0.045893262	0.593480384
0.661102837	0.408919142	0.780850294
0.238962408	0.933838472	0.962934684
0.310973491	0.98627413	0.113764278
0.47997227	0.772785614	0.411715811
0.323057194	0.694127028	0.221281304
